score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
5,Awesome app for learning pronunciation!,awesome app for learn pronunciation!,positive,2,1
5,accurate analysis of speech with IPA.,accurate analysis of speech with ipa.,neutral,1,1
5,I am a person who likes to learn English,i be a person who like to learn english,neutral,1,1
5,exclaimed really,exclaim really,neutral,1,1
2,I wish you could look at the words,i wish you could look at the word,negative,0,0
1,Do not go to the application even though it has been deleted again and again,do not go to the application even though it have be delete again and again,negative,0,0
5,"The app is very rare to practice pronunciation, and people can still take these vocabulary as new words very well.","the app be very rare to practice pronunciation, and people can still take these vocabulary as new word very well.",neutral,1,1
1,"What did happen to elsa? When I upgraded to a vip account, I coundn't listen the sample speak anymore, the ""ear"" button was disappeared, please fix it soon","what do happen to elsa? when i upgrade to a vip account, i coundnt listen the sample speak anymore, the ""ear"" button be disappeared, please fix it soon",negative,0,0
5,"Great app, my pronunciation is getting better.","great app, my pronunciation be get better.",positive,2,1
4,"It is also fine, teaching or only one thing is to learn a little bit, he asked you if you want to learn again","it be also fine, teaching or only one thing be to learn a little bit, he ask you if you want to learn again",neutral,1,1
5,Elsa helps how to speaks in english,elsa help how to speak in english,neutral,1,1
4,There is a bug in the app that always tells I was wrong even thought I haven't finish my sentence at first attemp. The pop up note which give user tips to fix was not always played completely when user click to hear it.,there be a bug in the app that always tell i be wrong even think i have not finish my sentence at first attemp. the pop up note which give user tip to fix be not always play completely when user click to hear it.,negative,0,0
1,"I am disappointed with this app! I have been receiving false warning messages from HelloTalk Team claiming that I'm initiating sexual talks, while I am being harassed by the app's perverted users! Please fix this and focus on the real perverts in your community instead of the victims of online abuse! Do you even review submitted reports? I think NOT since you have been sending the wrong people warning messages!","i be disappoint with this app! i have be receive false warning message from hellotalk team claim that i be initiate sexual talks, while i be be harass by the apps pervert users! please fix this and focus on the real pervert in your community instead of the victim of online abuse! do you even review submit reports? i think not since you have be send the wrong people warn messages!",negative,0,0
4,"All features in this app are really cool. I recommand to use this to evrery one who want to improve their pronunciation skills. You'll learn how to pronounce each English alphabet. Even free mode is OK to improve your sound. But you should set some time if you are willing to develop your voice in a short time. It will drag on your listening score while learning to pronounce. I only left ⭐ ⭐ ⭐ ⭐ because after limitation of lessons and introducing leagues, it's more alike gaming than practicing.","all feature in this app be really cool. i recommand to use this to evrery one who want to improve their pronunciation skills. you will learn how to pronounce each english alphabet. even free mode be ok to improve your sound. but you should set some time if you be willing to develop your voice in a short time. it will drag on your listen score while learn to pronounce. i only leave ⭐ ⭐ ⭐ ⭐ because after limitation of lesson and introduce leagues, it be more alike game than practicing.",positive,2,1
5,Elsa English program is very good and learning for people!,elsa english program be very good and learn for people!,positive,2,1
5,nice app for learning a good pronunciation,nice app for learn a good pronunciation,positive,2,1
3,"In the past, I used very well, practicing NS very top, I saw a lot of improvement, but why I can't now have to reload the HC Hoai LunnNN.","in the past, i use very well, practice ns very top, i saw a lot of improvement, but why i cannot now have to reload the hc hoai lunnnn.",neutral,1,1
4,Wonderful and terrible application,wonderful and terrible application,negative,0,0
4,"""Pay attention to reading all words so you can calculate the score for you."" Is this bug or so? I read enough but due to the environment or the mic, how to learn? Why is it the worse? I paid not to learn this type.","""pay attention to read all word so you can calculate the score for you. "" be this bug or so? i read enough but due to the environment or the mic, how to learn? why be it the worse? i pay not to learn this type.",negative,0,0
