score,clean_content,minimal_content,roberta_sentiment
1,"stupid app, laggy, paint themselves as using ""AI"" to draw user, prenium subcription is utterly useless, sometime i purposely pronounce words wrong to see if it catches it, IT GAVE ME 100% , sometime i get 100% but i told me im Wrong??? using this app is mentally draining and challenging. if you want a useful app, Duolingo is the way to go.","stupid app, laggy, paint themselves as use ""ai"" to draw user, prenium subcription be utterly useless, sometime i purposely pronounce word wrong to see if it catch it, it give me 100%, sometime i get 100% but i tell me i be wrong? use this app be mentally draining and challenging. if you want a useful app, duolingo be the way to go.",negative
1,It has a lot of problem recognizing voice properly. It wasn't like that before. The amount of money I paid for it is big hope they can fix it.,it have a lot of problem recognize voice properly. it be not like that before. the amount of money i pay for it be big hope they can fix it.,negative
5,"Very helpful. Btw, I think we should more interactive tool like a game instead of just listen and talk","very helpful. btw, i think we should more interactive tool like a game instead of just listen and talk",positive
4,Slightly takes time to wait,slightly take time to wait,neutral
1,Stupid application I already uninstalled but charge from my card. I don't want to use and I don't want to pay. Why change it on. So said for it I want to back my money.....,stupid application i already uninstalled but charge from my card. i do not want to use and i do not want to pay. why change it on. so say for it i want to back my money.,negative
4,It is interesting to learn.,it be interest to learn.,neutral
5,this app is made me improve my English,this app be make me improve my english,neutral
1,7 days free to find ways to extend the deduction of millions equally as fraudulent,7 day free to find way to extend the deduction of million equally as fraudulent,negative
1,A very bad application and it is not recommended to use it,a very bad application and it be not recommend to use it,negative
5,"It is not only application, it is also my nervous","it be not only application, it be also my nervous",negative
5,"perfect, practice conversation","perfect, practice conversation",positive
5,This app is really useful for me to improve my English.,this app be really useful for me to improve my english.,positive
5,It's really good. I'm really sorry for use free programs. I love to learn with this app. Useful app......,it be really good. i be really sorry for use free programs. i love to learn with this app. useful app.,positive
